Afrikaans,af,inflexible,NA,onbuigsaam,inflexible
Afrikaans,af,silky,-5.9,syagtige,silky
Afrikaans,af,smooth,-6.9,gladde,slippery
Afrikaans,af,sleek,-4.6,slanke,slim
Afrikaans,af,slick,-5.5,gladde,slippery
Afrikaans,af,bristly,4.4,borselagtige,bristly
Afrikaans,af,grainy,3.9,korrel,aim
Afrikaans,af,granular,3.5,korrel,aim
Afrikaans,af,disjointed,2.7,onsamehangende,incoherent
Afrikaans,af,crushed,NA,gekneus,crushed
Afrikaans,af,rocky,4.8,rotsagtige,rocky
Afrikaans,af,solid,NA,soliede,solid
Afrikaans,af,spongy,NA,voos,putrid
Afrikaans,af,barbed,6.3,doringdraad,barbed wire
Afrikaans,af,hairy,0,harige,hairy
Afrikaans,af,furry,-2.8,harige,hairy
Afrikaans,af,woven,-0.2,geweef,wOVEN
Afrikaans,af,prickly,5.2,stekelrige,prickly
Afrikaans,af,clean,NA,skoon,clean
Afrikaans,af,feathered,-4.6,geveer,feathered
Afrikaans,af,blunt,0.5,stomp,stump
Afrikaans,af,brittle,NA,bros,friable
Afrikaans,af,thorny,5.8,netelige,thorny
Afrikaans,af,spiky,5.8,puntig,pointed
Afrikaans,af,glassy,-4.3,glasagtige,glassy
Afrikaans,af,waxy,-3.6,wasagtige,waxy
Afrikaans,af,greasy,-5.1,vetterige,greasy
Albanian,sq,soggy,NA,i lagur,wet
Albanian,sq,ridged,3.1,i mprehtë,sharp
Albanian,sq,velvety,-5.3,prej kadifeje,velvety
Albanian,sq,coated,-2.8,i mbuluar,covered
Albanian,sq,frizzy,0.6,i dredhur,curious
Albanian,sq,fluffy,NA,me gëzof,fluffy
Albanian,sq,fuzzy,-1.6,mjegullt,hazy
Albanian,sq,ribbed,3.4,e hullizuar,dead
Albanian,sq,stubbly,5,drizë,undergrowth
Albanian,sq,bubbly,-3.3,me flluska,with bubbles
Albanian,sq,gnarled,4.4,me gunga,bumpy
Albanian,sq,lacy,-1.4,prej dantelle,lace
Albanian,sq,abrasive,6.3,gërryes,abrasive
Albanian,sq,bony,2.5,kockëmadh,bony
Albanian,sq,slippery,-6.2,i rrëshqitshëm,slippery
Albanian,sq,lumpy,2.9,i trazuar,troubled
Albanian,sq,knobby,2.6,me nyjë,with knot
Albanian,sq,rough,6.2,i përafërt,similar
Albanian,sq,coarse,5.4,i trashë,thick
Albanian,sq,sharp,NA,i mprehtë,sharp
Albanian,sq,indestructible,NA,i pashkatërrueshëm,indestructible
Albanian,sq,jagged,6.3,i dehur,Drunk
Albanian,sq,limp,NA,i butë,soft
Albanian,sq,wooden,1.3,druri,wood
Albanian,sq,metallic,-1.9,metalik,metal
Albanian,sq,shiny,-4.2,me shkëlqim,shiny
Albanian,sq,polished,-5.3,i lëmuar,polished
Albanian,sq,painted,-3,i pikturuar,painted
Albanian,sq,fine,-5.2,gjobë,fine
Albanian,sq,delicate,NA,delikat,delicate
Albanian,sq,serrated,4,i dhëmbëzuar,serrated
Albanian,sq,bumpy,3.3,me gunga,bumpy
Albanian,sq,matted,0.3,i papraruar,unsophisticated
Albanian,sq,woolly,0,i leshtë,wooly
Albanian,sq,flimsy,NA,joserioz,flimsy
Albanian,sq,foamy,NA,i mbuluar me shkumë,foamy
Albanian,sq,filmy,NA,i veshur me cipë,clothed
Albanian,sq,sandy,3.9,me rërë,with sand
Albanian,sq,muscular,NA,muskuloz,muscular
Albanian,sq,icy,-4.3,i akullt,icy
Albanian,sq,scratchy,5,i ashpër,tough
Albanian,sq,pebbly,3.8,me guralecë,pebble
Albanian,sq,gravelly,4.1,i ashpër,tough
Albanian,sq,hard,NA,i vështirë,difficult
Albanian,sq,firm,4.2,firmë,firm
Albanian,sq,tough,NA,i ashpër,tough
Albanian,sq,starched,NA,kollarisur,starched
Albanian,sq,comfortable,NA,i rehatshëm,comfortable
Albanian,sq,cushy,NA,i rehatshëm,comfortable
Albanian,sq,ceramic,-2.5,qeramike,ceramic
Albanian,sq,crusty,2.9,i zemëruar,Angry
Albanian,sq,frayed,-0.8,i nevrikosur,angry
Albanian,sq,gelatinous,-4.2,xhelatinoz,gelatinous
Albanian,sq,bald,-4.1,tullac,bald
Albanian,sq,corroded,3.5,gërryjtem,be eroded
Albanian,sq,knitted,NA,i thurur,knitted
Albanian,sq,creamy,-4.8,i butë,soft
Albanian,sq,chalky,-1.1,i bardhë,White
Albanian,sq,flat,-2.7,i sheshtë,flat
Albanian,sq,holey,2,me vrima,with holes
Albanian,sq,stiff,NA,i ngurtë,rigid
Albanian,sq,rigid,NA,i ngurtë,rigid
Albanian,sq,grimy,-1.2,i ndotur,polluted
Albanian,sq,slimy,-5.2,baltak,slimy
Albanian,sq,harsh,5.5,i ashpër,tough
Albanian,sq,oily,-6.2,me vaj,with ointment
Albanian,sq,lubricated,-6.2,lubrifikuar,lubricated
Albanian,sq,cuddly,NA,Shtazët e buta,Cuddly
Albanian,sq,melted,NA,i shkrirë,melted
Albanian,sq,crumbly,3.2,i thërrmueshëm,crumbly
Albanian,sq,squeezable,NA,që ngjeshet,that is touched
Albanian,sq,papery,-3.2,i hollë,thin
Albanian,sq,mushy,NA,i butë,soft
Albanian,sq,perforated,0.4,i shpuar,perforated
Albanian,sq,flabby,NA,i butë,soft
Albanian,sq,scaly,1.9,me luspa,with scales
Albanian,sq,plush,NA,prej pelushi,plush
Albanian,sq,dusty,-0.8,me pluhur,with powder
Albanian,sq,puffy,NA,i fryrë,inflated
Albanian,sq,soft,NA,butë,smooth
Albanian,sq,gluey,-2.9,ngjitës,adhesive
Albanian,sq,gooey,-4.9,sentimental,sentimental
Albanian,sq,cracked,3.5,i plasaritur,cracked
Albanian,sq,brassy,-2.3,i pacipë,cheeky
Albanian,sq,rugged,4,i thyer,broken
Albanian,sq,ragged,3.3,i shprishur,crumpled
Albanian,sq,crisp,2,i freskët,fresh
Albanian,sq,fibrous,2.3,fijor,fibrous
Albanian,sq,inflexible,NA,i papërkulur,inflexible
Albanian,sq,silky,-5.9,i butë,soft
Albanian,sq,smooth,-6.9,butë,smooth
Albanian,sq,sleek,-4.6,me shkëlqim,shiny
Albanian,sq,slick,-5.5,i shkëlqyeshëm,excellent
Albanian,sq,bristly,4.4,i ashpër,tough
Albanian,sq,grainy,3.9,në kokrra,in grains
Albanian,sq,granular,3.5,i grimcuar,crushed
Albanian,sq,disjointed,2.7,pa lidhje,without connection
Albanian,sq,crushed,NA,i grimcuar,crushed
Albanian,sq,rocky,4.8,shkëmbor,rocky
Albanian,sq,solid,NA,i fortë,strong
Albanian,sq,spongy,NA,bira-bira,spongy
Albanian,sq,barbed,6.3,me gjemba,with thorns
Albanian,sq,hairy,0,me flokë,with hair
Albanian,sq,furry,-2.8,i mbuluar me qime,furry
Albanian,sq,woven,-0.2,endura,woven
Albanian,sq,prickly,5.2,me gjemba,with thorns
Albanian,sq,clean,NA,i pastër,clean
Albanian,sq,blunt,0.5,i hapur,open
Albanian,sq,brittle,NA,i brishtë,brittle
Albanian,sq,thorny,5.8,gjembaç,spiny
Albanian,sq,spiky,5.8,me gjemba,with thorns
Albanian,sq,glassy,-4.3,i tejdukshëm,transparent
Albanian,sq,waxy,-3.6,i lëmuar,polished
Albanian,sq,tender,NA,i butë,soft
Albanian,sq,greasy,-5.1,me yndyrë,greasy
Amharic,am,soggy,NA,ጭጋጋማ,Smoke
Amharic,am,grooved,1.7,ተዘሏል,Skipped
Amharic,am,ridged,3.1,የተደባለቀ,Mixed
Amharic,am,velvety,-5.3,ረጋ ያለ,Calm
Amharic,am,coated,-2.8,የተሸፈነ,Covered
Amharic,am,frizzy,0.6,ፈገግታ,Smile
Amharic,am,fluffy,NA,ብሩሽ,Brush
Amharic,am,fuzzy,-1.6,ግልጽ ያልሆነ,Unclear
Amharic,am,ribbed,3.4,ተጎድቷል,Is hurt
Amharic,am,stubbly,5,የሚያዋኝ,Swallowing
Amharic,am,bubbly,-3.3,ቡቢል,Burberry
Amharic,am,gnarled,4.4,በፍርሀት የተሸፈነ,Surrounded by fear
Amharic,am,abrasive,6.3,አጥፊ,Destructive
Amharic,am,bony,2.5,አጥንት,Bone
Amharic,am,slippery,-6.2,የሚያንሸራትት,Slippery
Amharic,am,lumpy,2.9,ጭማቂ,Juice
Amharic,am,knobby,2.6,መኮንን,Officer
Amharic,am,rough,6.2,ሸካራ,Hard
Amharic,am,coarse,5.4,ጸጥ አለ,Silent
Amharic,am,sharp,NA,ጥፍሮች,Nails
Amharic,am,indestructible,NA,የማይጠፋ,Endless
Amharic,am,jagged,6.3,የተደባለቀ,Mixed
Amharic,am,textured,0.8,ተተክሏል,Added
Amharic,am,limp,NA,እብጠት,Lump
Amharic,am,wooden,1.3,የእንጨት,Wood
Amharic,am,metallic,-1.9,ብረት,Iron
Amharic,am,shiny,-4.2,ብሩህ,Bright
Amharic,am,polished,-5.3,አንፀባራቂ,Glittering
Amharic,am,painted,-3,የተቀረጸ,Engaged
Amharic,am,fine,-5.2,ጥሩ,cool
Amharic,am,delicate,NA,ውብ,Beautiful
Amharic,am,sequined,3.3,ቀጥል,go on
Amharic,am,rippled,3.1,ተጎድቷል,Is hurt
Amharic,am,serrated,4,ድቡልቡል,Round Ball
Amharic,am,bumpy,3.3,ጭጋጋማ,Smoke
Amharic,am,matted,0.3,የተዛባ,Distorted
Amharic,am,rubbery,NA,ጎማ,Wheel
Amharic,am,woolly,0,ሱሰኛ,Addict
Amharic,am,flimsy,NA,እምቢተኛ,Refusal
Amharic,am,beaded,3,ሐድያ,Hades
Amharic,am,crinkly,2.7,ፍርሀት,Fear
Amharic,am,crumpled,3.1,የተጨመቀ,Compressed
Amharic,am,foamy,NA,አረፋ,Foam
Amharic,am,filmy,NA,ፊልሚ,Films
Amharic,am,pointy,NA,ጠቋሚ,Pointer
Amharic,am,sandy,3.9,አሸዋ,Sand
Amharic,am,dented,2.4,ጥንድ,Pair
Amharic,am,muscular,NA,ጡንቻ,Muscular
Amharic,am,icy,-4.3,በጣም ቀዝቃዛ,It&#39;s very cold
Amharic,am,scratchy,5,የተደባለቀ,Mixed
Amharic,am,pebbly,3.8,ቧንቧ,Plumbing
Amharic,am,gravelly,4.1,ከባድ,Hard
Amharic,am,hard,NA,ከባድ,Hard
Amharic,am,firm,4.2,ጥብቅ,Strict
Amharic,am,tough,NA,ጠንካራ,strong
Amharic,am,starched,NA,ኮምፓስ,Compass
Amharic,am,comfortable,NA,ምቹ,Convenient
Amharic,am,cushy,NA,ኩሽ,Cush
Amharic,am,ceramic,-2.5,ሴራሚክ,Seamless
Amharic,am,crusty,2.9,ክር,Thread
Amharic,am,callused,4.2,በጥቅም ላይ ይውላል,Will be used
Amharic,am,frayed,-0.8,ተረብሸ,Disturbed
Amharic,am,gelatinous,-4.2,የጌጣጭ,Gemstones
Amharic,am,bald,-4.1,ቡሩክ,Happy
Amharic,am,corroded,3.5,የተበላሸ,Spoiled
Amharic,am,knitted,NA,ተጣጣፊ,Flexible
Amharic,am,craterous,3.6,ድካም,Fatigue
Amharic,am,creamy,-4.8,ክሬም,Cream
Amharic,am,chalky,-1.1,ቆንጆ,beautiful
Amharic,am,varnished,-3.7,የተቀነባበረ,Co-ordinated
Amharic,am,flat,-2.7,ስፋት,Width
Amharic,am,holey,2,አረም,Weed
Amharic,am,etched,2.8,የተጠረጠረ,Suspicious
Amharic,am,stiff,NA,ጠንካራ,strong
Amharic,am,rigid,NA,ጠንካራ,strong
Amharic,am,grimy,-1.2,አስፈሪ,Horrible
Amharic,am,slimy,-5.2,ቀጭን,Thin
Amharic,am,harsh,5.5,አስቸጋሪ,Difficult
Amharic,am,oily,-6.2,ቅባት,Fat
Amharic,am,lubricated,-6.2,ቅባት የተደረገበት,Flaxed
Amharic,am,cuddly,NA,ድብደባ,Beatings
Amharic,am,melted,NA,ቀለጠ,Melted
Amharic,am,crumbly,3.2,እምቢተኛ,Refusal
Amharic,am,squeezable,NA,እቅፍ,Hug
Amharic,am,cushiony,NA,ተቆልቋይ,Drop-down
Amharic,am,cushioned,NA,የተሸፈነ,Covered
Amharic,am,squishy,NA,ቅባት,Fat
Amharic,am,mushy,NA,ሙሽ,Honey
Amharic,am,perforated,0.4,ተጎድቷል,Is hurt
Amharic,am,flabby,NA,እሽታ,Eating
Amharic,am,scaly,1.9,ስኬላ,Skull
Amharic,am,plush,NA,ብሩህ,Bright
Amharic,am,dusty,-0.8,አቧራማ,Dust
Amharic,am,puffy,NA,ቡጢ,Blame
Amharic,am,soft,NA,ለስላሳ,Soft
Amharic,am,gluey,-2.9,ሙጫ,Glue
Amharic,am,gooey,-4.9,ጎመን,Cabbage
Amharic,am,goopy,-3.6,ዶሮ,Chicken
Amharic,am,crinkled,2.4,ድብልቅ,Mix
Amharic,am,cracked,3.5,የተጣደፈ,Accelerated
Amharic,am,brassy,-2.3,ድካም,Fatigue
Amharic,am,rugged,4,ጠንካራ,strong
Amharic,am,ragged,3.3,የተገፈፈ,Slipped
Amharic,am,crisp,2,ግልፅ,Clear
Amharic,am,scrunchy,0.6,ድካም,Fatigue
Amharic,am,fibrous,2.3,ፈዛዛ,It&#39;s cold
Amharic,am,inflexible,NA,ተጣጣፊ,Flexible
Amharic,am,silky,-5.9,ጸጥ ያለ,Quiet
Amharic,am,satiny,-5.3,ሰይጣን,Satan
Amharic,am,smooth,-6.9,ለስላሳ,Soft
Amharic,am,sleek,-4.6,ለስላሳ,Soft
Amharic,am,slick,-5.5,ጨለማ,Darkness
Amharic,am,bristly,4.4,ሆም,Well
Amharic,am,grainy,3.9,እብጠት,Lump
Amharic,am,granular,3.5,ጥቃቅን,Tiny
Amharic,am,disjointed,2.7,የተቆራረጠ,Broken
Amharic,am,crushed,NA,የተደመሰሰ,Destroyed
Amharic,am,rocky,4.8,ዐለት,Rock
Amharic,am,solid,NA,ጠንካራ,strong
Amharic,am,spongy,NA,ስፖንጅ,Sponges
Amharic,am,barbed,6.3,ተጭኗል,Installed
Amharic,am,hairy,0,ፀጉር,Hair
Amharic,am,furry,-2.8,ድብደባ,Beatings
Amharic,am,woven,-0.2,የተሸለመ,Reasonable
Amharic,am,prickly,5.2,ተክል,Planting
Amharic,am,clean,NA,ንጹህ,Clean
Amharic,am,feathered,-4.6,ለስላሳ,Soft
Amharic,am,blunt,0.5,አሾፈ,Whisper
Amharic,am,brittle,NA,ፍርሀት,Fear
Amharic,am,nonbreakable,NA,የማይበጠስ,Not broken
Amharic,am,thorny,5.8,እሾህ,Thorns
Amharic,am,glassy,-4.3,ብርጭቆ,Glass
Amharic,am,waxy,-3.6,ጭጋጋማ,Smoke
Amharic,am,tender,NA,ሩቅ,Far
Amharic,am,greasy,-5.1,ቅባት,Fat
Amharic,am,wafflish,1.6,ወፍራም,Thick
Arabic,ar,soggy,NA,مندي,soggy
Arabic,ar,grooved,1.7,مخدد,fluted
Arabic,ar,ridged,3.1,مخدد,fluted
Arabic,ar,velvety,-5.3,مخملي,velvety
Arabic,ar,coated,-2.8,مطلي,plated
Arabic,ar,frizzy,0.6,جعد,frizzy
Arabic,ar,fluffy,NA,رقيق,Superfine
Arabic,ar,fuzzy,-1.6,أجعد,fuzzy
Arabic,ar,ribbed,3.4,مضلع,ribbed
Arabic,ar,stubbly,5,مكسو بالخذامة,stubbly
Arabic,ar,bubbly,-3.3,شمبانيا,bubbly
Arabic,ar,gnarled,4.4,شرس,surly
Arabic,ar,lacy,-1.4,شريطي,Striped
Arabic,ar,abrasive,6.3,كاشط,abrasive
Arabic,ar,bony,2.5,عظمي,bony
Arabic,ar,slippery,-6.2,زلق,slippery
Arabic,ar,lumpy,2.9,محفر,lumpy
Arabic,ar,knobby,2.6,كثير العقد,knobby
Arabic,ar,rough,6.2,الخام,Raw
Arabic,ar,coarse,5.4,خشن,rough
Arabic,ar,sharp,NA,حاد,Sharp
Arabic,ar,indestructible,NA,غير قابل للتخريب,Non-vandalized
Arabic,ar,jagged,6.3,مسنن,serrated
Arabic,ar,textured,0.8,محكم,tight
Arabic,ar,limp,NA,عرج,Lame
Arabic,ar,wooden,1.3,خشبي,wooden
Arabic,ar,metallic,-1.9,معدني,metallic
Arabic,ar,shiny,-4.2,لامع,Bright
Arabic,ar,polished,-5.3,مصقول,polished
Arabic,ar,painted,-3,دهن,fat
Arabic,ar,fine,-5.2,غرامة,Fine
Arabic,ar,delicate,NA,دقيق او حساس,Delicate or delicate
Arabic,ar,sequined,3.3,مطرزة,Embroidered
Arabic,ar,rippled,3.1,متموج,crispy
Arabic,ar,serrated,4,مسنن,serrated
Arabic,ar,bumpy,3.3,وعر,bumpy
Arabic,ar,matted,0.3,متلبد,Overcast
Arabic,ar,rubbery,NA,مطاطي,Rubber
Arabic,ar,woolly,0,صوفي,Sufi
Arabic,ar,flimsy,NA,الواهية,Delayed
Arabic,ar,beaded,3,تأخر,Lateness
Arabic,ar,crinkly,2.7,مجعدة,Curly
Arabic,ar,crumpled,3.1,تكوم,Crumpled
Arabic,ar,foamy,NA,رغوي,foamy
Arabic,ar,filmy,NA,غشائي,membranous
Arabic,ar,pointy,NA,مدبب,tapered
Arabic,ar,sandy,3.9,رملي,sandy
Arabic,ar,dented,2.4,مطعوجة,Roasted
Arabic,ar,muscular,NA,عضلي,muscular
Arabic,ar,icy,-4.3,جليدي,Glacial
Arabic,ar,scratchy,5,خشن,rough
Arabic,ar,pebbly,3.8,محصب,pebbly
Arabic,ar,gravelly,4.1,أجش,hoarse
Arabic,ar,hard,NA,الصعب,Difficult
Arabic,ar,firm,4.2,مؤسسة,Corporation
Arabic,ar,tough,NA,قاسي,Rough
Arabic,ar,starched,NA,منشى,starched
Arabic,ar,comfortable,NA,مريح,comfortable
Arabic,ar,cushy,NA,هين,Hain
Arabic,ar,ceramic,-2.5,سيراميك,Ceramic
Arabic,ar,crusty,2.9,قشري,crusty
Arabic,ar,frayed,-0.8,المتوترة,Tired
Arabic,ar,gelatinous,-4.2,هلامي,gelatinous
Arabic,ar,bald,-4.1,أصلع,bald
Arabic,ar,corroded,3.5,متآكلة,Eroded
Arabic,ar,knitted,NA,محبوك,knitted
Arabic,ar,craterous,3.6,بالحفر,Drilling
Arabic,ar,creamy,-4.8,دسم,creamy
Arabic,ar,chalky,-1.1,طباشيري,chalky
Arabic,ar,varnished,-3.7,ملمع,polished
Arabic,ar,flat,-2.7,مسطحة,Flat
Arabic,ar,holey,2,هولي,Holly
Arabic,ar,etched,2.8,محفورا,Etched
Arabic,ar,stiff,NA,صلب,Solid
Arabic,ar,rigid,NA,جامد,rigid
Arabic,ar,grimy,-1.2,وسخ,Dirty
Arabic,ar,slimy,-5.2,غروي,slimy
Arabic,ar,harsh,5.5,قاس,harsh
Arabic,ar,oily,-6.2,زيتي,oil
Arabic,ar,lubricated,-6.2,مشحم,lubricated
Arabic,ar,cuddly,NA,محبوب,lovable
Arabic,ar,melted,NA,الذائب,melted
Arabic,ar,crumbly,3.2,متفتت,crunchy
Arabic,ar,squeezable,NA,للعصر,Of the era
Arabic,ar,papery,-3.2,ورقاني,Paper
Arabic,ar,cushiony,NA,مزود بوسادة,cushiony
Arabic,ar,cushioned,NA,خففت,Relaxed
Arabic,ar,squishy,NA,اسفنجي,spongy
Arabic,ar,mushy,NA,طري,mushy
Arabic,ar,perforated,0.4,مثقب,perforated
Arabic,ar,flabby,NA,مترهل,flabby
Arabic,ar,scaly,1.9,متقشر,Scaly
Arabic,ar,plush,NA,أفخم,Plush
Arabic,ar,dusty,-0.8,مغبر,dusty
Arabic,ar,puffy,NA,سمين,Fat
Arabic,ar,soft,NA,ناعم,Soft
Arabic,ar,gluey,-2.9,غروي,slimy
Arabic,ar,gooey,-4.9,لزج,viscous
Arabic,ar,goopy,-3.6,لزج,viscous
Arabic,ar,crinkled,2.4,مجعد,curly
Arabic,ar,cracked,3.5,مشقوق,Cleft
Arabic,ar,brassy,-2.3,البراسية عصا غولف نحاسية,brassy
Arabic,ar,rugged,4,وعر، خشن، قاس,Rugged, rough, harsh
Arabic,ar,ragged,3.3,رث الثياب,tacky
Arabic,ar,crisp,2,هش,crisp
Arabic,ar,fibrous,2.3,ليفي,Levi
Arabic,ar,inflexible,NA,عنيد,Stubborn
Arabic,ar,silky,-5.9,حريري,silky
Arabic,ar,satiny,-5.3,حريري,silky
Arabic,ar,smooth,-6.9,ناعم,Soft
Arabic,ar,sleek,-4.6,بطريق,Penguin
Arabic,ar,slick,-5.5,أملس,smooth
Arabic,ar,bristly,4.4,خشن,rough
Arabic,ar,grainy,3.9,محبب,granular
Arabic,ar,granular,3.5,حبيبي,Baby
Arabic,ar,disjointed,2.7,مفكك,Dissolved
Arabic,ar,crushed,NA,مهروس,mashed
Arabic,ar,rocky,4.8,صخري,rocky
Arabic,ar,solid,NA,صلب,Solid
Arabic,ar,spongy,NA,إسفنجي,spongy
Arabic,ar,barbed,6.3,شائك,barbed
Arabic,ar,hairy,0,كثير الشعر,hairy
Arabic,ar,furry,-2.8,فروي,furry
Arabic,ar,woven,-0.2,محبوك,knitted
Arabic,ar,prickly,5.2,شائك,barbed
Arabic,ar,clean,NA,نظيف,Clean
Arabic,ar,feathered,-4.6,الريش,feathers
Arabic,ar,blunt,0.5,حاد,Sharp
Arabic,ar,brittle,NA,هش,crisp
Arabic,ar,thorny,5.8,شائك,barbed
Arabic,ar,spiky,5.8,شائك,barbed
Arabic,ar,glassy,-4.3,زجاجي,vitreous
Arabic,ar,waxy,-3.6,شمعي,waxy
Arabic,ar,tender,NA,مناقصة,tender
Arabic,ar,greasy,-5.1,دهني,greasy
Armenian,hy,soggy,NA,խառնաշփոթ,mess
Armenian,hy,grooved,1.7,բռունցք,Fists
Armenian,hy,ridged,3.1,ցրված,scattered
Armenian,hy,velvety,-5.3,թավշյա,velvet
Armenian,hy,coated,-2.8,ծածկված,covered
Armenian,hy,frizzy,0.6,շրթունք,lip
Armenian,hy,fluffy,NA,փխրուն,fragile
Armenian,hy,fuzzy,-1.6,խճճված,intricate
Armenian,hy,ribbed,3.4,շերտավոր,ribbed
Armenian,hy,stubbly,5,փխրուն,fragile
Armenian,hy,bubbly,-3.3,փխրուն,fragile
Armenian,hy,gnarled,4.4,խռովված,ragged
Armenian,hy,abrasive,6.3,հղկող,abrasive
Armenian,hy,bony,2.5,քնած,sleeping
Armenian,hy,slippery,-6.2,սայթաքուն,slippery
Armenian,hy,lumpy,2.9,լոգոն,logo
Armenian,hy,knobby,2.6,բախում,clash
Armenian,hy,rough,6.2,կոպիտ,rough
Armenian,hy,coarse,5.4,կոպիտ,rough
Armenian,hy,sharp,NA,սուր,sharp
Armenian,hy,indestructible,NA,անխորտակելի,indestructible
Armenian,hy,jagged,6.3,խեղդված,drowned
Armenian,hy,limp,NA,լարվածություն,tension?
Armenian,hy,wooden,1.3,փայտե,wooden
Armenian,hy,metallic,-1.9,մետաղական,metallic
Armenian,hy,shiny,-4.2,փայլուն,brilliant
